id,country,year,cost_healthy_diet_ppp_usd,annual_cost_healthy_diet_usd,cost_vegetables_ppp_usd,cost_fruits_ppp_usd,total_food_components_cost,continent,cpi
812,Mauritania,2017,3.86,1408.9,,,,Africa,2.25427651934813
813,Mauritania,2018,3.92,1430.8,,,,Africa,3.06735996058356
814,Mauritania,2019,4.02,1467.3,,,,Africa,2.30009262117937
815,Mauritania,2020,4.13,1507.45,,,,Africa,2.3856948845632
816,Mauritania,2021,4.43,1616.9499999999998,0.9,0.92,1.82,Africa,3.56516484650185
817,Mauritania,2022,5.04,1839.6,,,,Africa,9.52526628622843
818,Mauritania,2023,5.28,1927.2,,,,Africa,4.95305034506872
819,Mauritania,2024,5.4,1971.0,,,,Africa,
820,Mauritius,2017,3.38,1233.7,,,,Africa,3.66699702675916
821,Mauritius,2018,3.41,1244.65,,,,Africa,3.21605383144579
822,Mauritius,2019,3.46,1262.9,,,,Africa,0.405655190309553
823,Mauritius,2020,3.64,1328.6,,,,Africa,2.5808007718283
824,Mauritius,2021,3.77,1376.05,1.26,0.49,1.75,Africa,4.02852888157376
825,Mauritius,2022,4.21,1536.65,,,,Africa,10.7737512242899
826,Mauritius,2023,4.42,1613.3,,,,Africa,7.05298238454743
827,Mauritius,2024,4.72,1722.8,,,,Africa,
828,Mexico,2017,2.9,1058.5,,,,North America,6.04145724018986
829,Mexico,2018,2.97,1084.0500000000002,,,,North America,4.89935015356551
830,Mexico,2019,2.98,1087.7,,,,North America,3.63596142127046
831,Mexico,2020,3.07,1120.55,,,,North America,3.39683415570006
832,Mexico,2021,3.27,1193.55,0.79,0.57,1.36,North America,5.68920847683753
833,Mexico,2022,3.85,1405.25,,,,North America,7.8962761916855
834,Mexico,2023,4.2,1533.0,,,,North America,5.52796087314389
835,Mexico,2024,4.41,1609.65,,,,North America,
836,Mongolia,2017,4.11,1500.15,,,,Asia,4.30143105302342
837,Mongolia,2018,4.26,1554.9,,,,Asia,6.82424790145522
838,Mongolia,2019,4.56,1664.4,,,,Asia,7.30106953550723
839,Mongolia,2020,5.01,1828.65,,,,Asia,3.79604026111247
840,Mongolia,2021,5.55,2025.75,0.9,2.5,3.4,Asia,7.35281243380219
841,Mongolia,2022,6.17,2252.05,,,,Asia,15.1479560897226
842,Mongolia,2023,6.74,2460.1,,,,Asia,10.3475831314339
843,Mongolia,2024,7.02,2562.3,,,,Asia,
844,Montenegro,2017,3.21,1171.65,,,,Europe,2.3802359905313
845,Montenegro,2018,3.24,1182.6,,,,Europe,2.611223782638
846,Montenegro,2019,3.49,1273.85,,,,Europe,0.361563704540767
847,Montenegro,2020,3.43,1251.95,,,,Europe,-0.255655699848551
848,Montenegro,2021,3.63,1324.95,0.88,0.69,1.5699999999999998,Europe,2.41080198403165
849,Montenegro,2022,4.4,1606.0000000000002,,,,Europe,13.0403036347004
850,Montenegro,2023,4.74,1730.1,,,,Europe,8.58476910455403
851,Montenegro,2024,4.78,1744.7,,,,Europe,
852,Morocco,2017,2.63,959.95,,,,Africa,0.754663249323619
853,Morocco,2018,2.5,912.5,,,,Africa,1.80391671141896
854,Morocco,2019,2.47,901.55,,,,Africa,0.303386036590383
855,Morocco,2020,2.47,901.55,,,,Africa,0.705968661338261
856,Morocco,2021,2.76,1007.4,0.52,0.45,0.97,Africa,1.40195883962006
857,Morocco,2022,3.11,1135.15,,,,Africa,6.65704202759067
858,Morocco,2023,3.45,1259.25,,,,Africa,6.09114152504141
859,Morocco,2024,3.54,1292.1,,,,Africa,
860,Mozambique,2017,2.74,1000.1,,,,Africa,15.1132073899384
861,Mozambique,2018,2.71,989.15,,,,Africa,3.91133439990723
862,Mozambique,2019,2.77,1011.05,,,,Africa,2.80270307928106
863,Mozambique,2020,2.93,1069.45,,,,Africa,3.48393567493209
864,Mozambique,2021,3.23,1178.95,0.54,0.22,0.76,Africa,6.40847652975692
865,Mozambique,2022,3.57,1303.05,,,,Africa,10.2794018093421
866,Mozambique,2023,3.81,1390.65,,,,Africa,7.12697482131851
867,Mozambique,2024,4.14,1511.1,,,,Africa,
868,Myanmar,2017,3.56,1299.4,,,,Asia,4.5725365531752
869,Myanmar,2018,3.7,1350.5,,,,Asia,6.87232865662935
870,Myanmar,2019,3.93,1434.45,,,,Asia,8.82506696804558
871,Myanmar,2020,3.96,1445.4,,,,Asia,
872,Myanmar,2021,3.64,1328.6,,,,Asia,
873,Myanmar,2022,3.88,1416.2,,,,Asia,
874,Myanmar,2023,3.72,1357.8000000000002,,,,Asia,
875,Myanmar,2024,3.49,1273.85,,,,Asia,
876,Namibia,2017,3.26,1189.9,,,,Africa,6.14579981111164
877,Namibia,2018,3.26,1189.9,,,,Africa,4.29159105337875
878,Namibia,2019,3.33,1215.45,,,,Africa,3.72239414422695
879,Namibia,2020,3.51,1281.15,,,,Africa,2.20938236933469
880,Namibia,2021,3.75,1368.75,0.95,0.66,1.61,Africa,3.61690530108814
881,Namibia,2022,4.11,1500.15,,,,Africa,6.08128114112413
882,Namibia,2023,4.5,1642.5,,,,Africa,5.87993463284275
883,Namibia,2024,4.67,1704.55,,,,Africa,
884,Nepal,2017,3.35,1222.75,,,,Asia,3.62709610696607
885,Nepal,2018,3.32,1211.8,,,,Asia,4.0611633875107
886,Nepal,2019,3.36,1226.4,,,,Asia,5.56868547784929
887,Nepal,2020,3.51,1281.15,,,,Asia,5.05236655289212
888,Nepal,2021,3.62,1321.3,0.78,0.71,1.49,Asia,4.14968003360264
889,Nepal,2022,3.89,1419.85,,,,Asia,7.6507917679853
890,Nepal,2023,4.01,1463.65,,,,Asia,7.11475951738199
891,Nepal,2024,4.2,1533.0,,,,Asia,
892,Netherlands (Kingdom of the),2017,2.21,806.65,,,,,
893,Netherlands (Kingdom of the),2018,2.27,828.55,,,,,
894,Netherlands (Kingdom of the),2019,2.39,872.35,,,,,
895,Netherlands (Kingdom of the),2020,2.49,908.85,,,,,
896,Netherlands (Kingdom of the),2021,2.54,927.1,0.59,0.69,1.2799999999999998,,
897,Netherlands (Kingdom of the),2022,2.9,1058.5,,,,,
898,Netherlands (Kingdom of the),2023,3.13,1142.45,,,,,
899,Netherlands (Kingdom of the),2024,3.17,1157.05,,,,,
900,New Zealand,2017,2.65,967.25,,,,Oceania,1.85078767452536
901,New Zealand,2018,2.57,938.05,,,,Oceania,1.59829703801696
902,New Zealand,2019,2.7,985.5,,,,Oceania,1.61963190184048
903,New Zealand,2020,2.83,1032.95,,,,Oceania,1.71456170007245
904,New Zealand,2021,2.86,1043.9,0.61,0.86,1.47,Oceania,3.94112060778728
905,New Zealand,2022,3.28,1197.1999999999998,,,,Oceania,7.17222476016441
906,New Zealand,2023,3.56,1299.4,,,,Oceania,5.73316283034957
907,New Zealand,2024,3.56,1299.4,,,,Oceania,
908,Nicaragua,2017,3.72,1357.8000000000002,,,,North America,3.85067166284727
909,Nicaragua,2018,3.73,1361.45,,,,North America,4.94723728039886
910,Nicaragua,2019,3.78,1379.6999999999998,,,,North America,5.37628990844126
911,Nicaragua,2020,3.89,1419.85,,,,North America,3.68181341625572
912,Nicaragua,2021,4.06,1481.9,0.89,0.54,1.4300000000000002,North America,4.92841396948968
913,Nicaragua,2022,4.59,1675.35,,,,North America,10.4674244465991
914,Nicaragua,2023,4.9,1788.5000000000002,,,,North America,8.38765854872536
915,Niger,2017,3.25,1186.25,,,,Africa,2.79637318871275
916,Niger,2018,3.27,1193.55,,,,Africa,2.96760366004456
917,Niger,2019,3.34,1219.1,,,,Africa,-2.48979265070846
918,Niger,2020,3.6,1314.0,,,,Africa,2.8981937602627
919,Niger,2021,4.02,1467.3,0.53,0.81,1.34,Africa,3.83786802840501
920,Niger,2022,4.48,1635.2,,,,Africa,4.22621791916393
921,Niger,2023,4.68,1708.1999999999998,,,,Africa,3.70097316425842
922,Niger,2024,4.98,1817.7,,,,Africa,
923,Nigeria,2017,2.78,1014.7,,,,Africa,16.5022662139641
924,Nigeria,2018,2.96,1080.4,,,,Africa,12.0951065173432
925,Nigeria,2019,3.16,1153.4,,,,Africa,11.3964223378115
926,Nigeria,2020,3.41,1244.65,,,,Africa,13.2460234276597
927,Nigeria,2021,3.76,1372.4,0.8,0.37,1.17,Africa,16.9528457221608
928,Nigeria,2022,4.12,1503.8,,,,Africa,18.8471877843274
929,Nigeria,2023,4.39,1602.35,,,,Africa,24.6595502031139
930,Nigeria,2024,4.72,1722.8,,,,Africa,
931,North Macedonia,2017,3.29,1200.85,,,,Europe,1.35161889677442
932,North Macedonia,2018,3.3,1204.5,,,,Europe,1.45831298507117
933,North Macedonia,2019,3.48,1270.2,,,,Europe,0.766439573459716
934,North Macedonia,2020,3.51,1281.15,,,,Europe,1.20007348888487
935,North Macedonia,2021,3.84,1401.6,0.77,0.78,1.55,Europe,3.23074912132919
936,North Macedonia,2022,4.47,1631.55,,,,Europe,14.2047173195833
937,North Macedonia,2023,4.74,1730.1,,,,Europe,9.36187249769016
938,North Macedonia,2024,4.85,1770.2499999999998,,,,Europe,
939,Norway,2017,3.32,1211.8,,,,Europe,1.87510059552554
940,Norway,2018,3.43,1251.95,,,,Europe,2.76483134528788
941,Norway,2019,3.53,1288.4499999999998,,,,Europe,2.16773003305402
942,Norway,2020,3.61,1317.65,,,,Europe,1.28658490708005
943,Norway,2021,3.63,1324.95,0.93,0.78,1.71,Europe,3.48388055266678
944,Norway,2022,3.98,1452.7,,,,Europe,5.76412317852272
945,Norway,2023,4.33,1580.45,,,,Europe,5.51784987104659
946,Norway,2024,4.55,1660.75,,,,Europe,
947,Oman,2017,2.29,835.85,,,,Asia,1.58909413567799
948,Oman,2018,2.39,872.35,,,,Asia,0.889312370970404
949,Oman,2019,2.49,908.85,,,,Asia,0.490815362820671
950,Oman,2020,2.48,905.2,,,,Asia,-0.40640291946585
951,Oman,2021,2.45,894.2500000000001,0.44,0.41,0.85,Asia,1.68221185876085
952,Oman,2022,2.7,985.5,,,,Asia,2.5061425061425
953,Oman,2023,2.87,1047.55,,,,Asia,0.950782997762827
954,Oman,2024,3.03,1105.9499999999998,,,,Asia,
955,Pakistan,2017,2.97,1084.0500000000002,,,,Asia,4.08537368032608
956,Pakistan,2018,2.91,1062.15,,,,Asia,5.07805725868917
957,Pakistan,2019,2.95,1076.75,,,,Asia,10.5783618004555
958,Pakistan,2020,3.18,1160.7,,,,Asia,9.73999313898155
959,Pakistan,2021,3.3,1204.5,0.39,0.77,1.16,Asia,9.49621056124947
960,Pakistan,2022,3.7,1350.5,,,,Asia,19.8738599646655
961,Pakistan,2023,4.08,1489.2,,,,Asia,30.7681280657005
962,Pakistan,2024,3.95,1441.75,,,,Asia,
963,Palestine,2017,2.52,919.8,,,,Asia,
964,Palestine,2018,2.65,967.25,,,,Asia,
965,Palestine,2019,2.76,1007.4,,,,Asia,
966,Palestine,2020,2.77,1011.05,,,,Asia,
967,Palestine,2021,2.72,992.8,0.45,0.48,0.93,Asia,
968,Palestine,2022,3.03,1105.9499999999998,,,,Asia,
969,Palestine,2023,3.16,1153.4,,,,Asia,
970,Palestine,2024,3.33,1215.45,,,,Asia,
971,Panama,2017,4.19,1529.35,,,,North America,0.875585918759878
972,Panama,2018,3.88,1416.2,,,,North America,0.761578359399944
973,Panama,2019,3.78,1379.6999999999998,,,,North America,-0.355083821021245
974,Panama,2020,3.65,1332.25,,,,North America,-1.5502754080376
975,Panama,2021,3.63,1324.95,0.92,0.62,1.54,North America,1.63070337301898
976,Panama,2022,3.96,1445.4,,,,North America,2.85965128834711
977,Panama,2023,4.2,1533.0,,,,North America,1.48641355277038
978,Panama,2024,4.34,1584.1,,,,North America,
979,Paraguay,2017,3.74,1365.1,,,,South America,3.60247741348943
980,Paraguay,2018,3.73,1361.45,,,,South America,3.97561015740694
981,Paraguay,2019,3.71,1354.15,,,,South America,2.75709727562775
982,Paraguay,2020,3.73,1361.45,,,,South America,1.76751592356698
983,Paraguay,2021,3.95,1441.75,0.97,0.7,1.67,South America,4.787983101236
984,Paraguay,2022,4.47,1631.55,,,,South America,9.76556667164402
985,Paraguay,2023,4.71,1719.15,,,,South America,4.63202285403356
986,Paraguay,2024,5.04,1839.6,,,,South America,
987,Peru,2017,3.25,1186.25,,,,South America,2.99490045809443
988,Peru,2018,3.19,1164.35,,,,South America,1.50915423024742
989,Peru,2019,3.24,1182.6,,,,South America,2.25212191358027
990,Peru,2020,3.34,1219.1,,,,South America,2.00241205759292
991,Peru,2021,3.5,1277.5,0.6,0.61,1.21,South America,4.27166381536798
992,Peru,2022,3.94,1438.1,,,,South America,8.33370630096231
993,Peru,2023,4.3,1569.5,,,,South America,6.45561348369586
994,Peru,2024,4.34,1584.1,,,,South America,
995,Philippines,2017,3.26,1189.9,,,,Asia,2.85318772590947
996,Philippines,2018,3.4,1241.0,,,,Asia,5.30934661627707
997,Philippines,2019,3.47,1266.5500000000002,,,,Asia,2.39206534422404
998,Philippines,2020,3.55,1295.75,,,,Asia,2.3931623931624
999,Philippines,2021,3.73,1361.45,0.99,0.74,1.73,Asia,3.92718022100332
1000,Philippines,2022,3.97,1449.0500000000002,,,,Asia,5.82115811213955
1001,Philippines,2023,4.21,1536.65,,,,Asia,5.97802515541409
1002,Philippines,2024,4.39,1602.35,,,,Asia,
1003,Poland,2017,2.95,1076.75,,,,Europe,2.0759355367385
1004,Poland,2018,3.03,1105.9499999999998,,,,Europe,1.81295156542679
1005,Poland,2019,3.25,1186.25,,,,Europe,2.227478809383
1006,Poland,2020,3.38,1233.7,,,,Europe,3.37446972618589
1007,Poland,2021,3.35,1222.75,1.03,0.63,1.66,Europe,5.05502704719272
1008,Poland,2022,3.8,1387.0,,,,Europe,14.4294507575758
1009,Poland,2023,4.04,1474.6,,,,Europe,11.5289127961105
1010,Poland,2024,4.14,1511.1,,,,Europe,
1011,Portugal,2017,2.64,963.6,,,,Europe,1.36861411643472
1012,Portugal,2018,2.73,996.45,,,,Europe,0.993715683468326
1013,Portugal,2019,2.85,1040.25,,,,Europe,0.338178410046034
1014,Portugal,2020,2.87,1047.55,,,,Europe,-0.0124383299575305
1015,Portugal,2021,2.99,1091.35,0.82,0.62,1.44,Europe,1.26565719069044
1016,Portugal,2022,3.51,1281.15,,,,Europe,7.83269124233323
1017,Portugal,2023,3.82,1394.3,,,,Europe,4.31128191898672
1018,Portugal,2024,3.93,1434.45,,,,Europe,
1019,Qatar,2017,2.32,846.8,,,,Asia,0.394878914083005
1020,Qatar,2018,2.43,886.95,,,,Asia,0.255815382724408
1021,Qatar,2019,2.45,894.2500000000001,,,,Asia,-0.666641124861147
1022,Qatar,2020,2.44,890.6,,,,Asia,-2.5403150300476
1023,Qatar,2021,2.35,857.75,0.43,0.41,0.84,Asia,2.30446565742003
1024,Qatar,2022,2.52,919.8,,,,Asia,4.99527553740761
1025,Qatar,2023,2.58,941.7,,,,Asia,3.02764899198902
1026,Qatar,2024,2.66,970.9,,,,Asia,
1027,Republic of Korea,2017,4.73,1726.45,,,,,
1028,Republic of Korea,2018,4.92,1795.8,,,,,
1029,Republic of Korea,2019,4.9,1788.5000000000002,,,,,
1030,Republic of Korea,2020,5.18,1890.7,,,,,
1031,Republic of Korea,2021,5.55,2025.75,1.62,1.39,3.01,,
1032,Republic of Korea,2022,6.05,2208.25,,,,,
1033,Republic of Korea,2023,6.39,2332.35,,,,,
1034,Republic of Korea,2024,6.68,2438.2,,,,,
1035,Republic of Moldova,2017,2.34,854.0999999999999,,,,,
1036,Republic of Moldova,2018,2.47,901.55,,,,,
1037,Republic of Moldova,2019,2.65,967.25,,,,,
1038,Republic of Moldova,2020,2.9,1058.5,,,,,
1039,Republic of Moldova,2021,3.08,1124.2,0.44,0.81,1.25,,
1040,Republic of Moldova,2022,3.42,1248.3,,,,,
1041,Republic of Moldova,2023,3.56,1299.4,,,,,
1042,Republic of Moldova,2024,3.69,1346.85,,,,,
1043,Romania,2017,2.79,1018.35,,,,Europe,1.3390212110439
1044,Romania,2018,2.84,1036.6,,,,Europe,4.62548443137779
1045,Romania,2019,3.03,1105.9499999999998,,,,Europe,3.82785432599438
1046,Romania,2020,3.17,1157.05,,,,Europe,2.63107311184743
1047,Romania,2021,3.22,1175.3000000000002,0.52,0.71,1.23,Europe,5.05232876096582
1048,Romania,2022,3.57,1303.05,,,,Europe,13.7954887432521
1049,Romania,2023,3.93,1434.45,,,,Europe,10.3971874764996
1050,Romania,2024,4.39,1602.35,,,,Europe,
1051,Russian Federation,2017,2.25,821.25,,,,,3.68332944412233
1052,Russian Federation,2018,2.28,832.1999999999999,,,,,2.87829723647884
1053,Russian Federation,2019,2.45,894.2500000000001,,,,,4.47036660760173
1054,Russian Federation,2020,2.57,938.05,,,,,3.38165937237898
1055,Russian Federation,2021,2.77,1011.05,0.55,0.65,1.2000000000000002,,6.69445891957612
1056,Russian Federation,2022,3.09,1127.85,,,,,
1057,Russian Federation,2023,3.17,1157.05,,,,,
1058,Russian Federation,2024,3.29,1200.85,,,,,
1059,Rwanda,2017,3.05,1113.25,,,,Africa,8.27953672260832
1060,Rwanda,2018,2.89,1054.85,,,,Africa,-0.311210160390699
1061,Rwanda,2019,2.98,1087.7,,,,Africa,3.34787655037648
1062,Rwanda,2020,3.3,1204.5,,,,Africa,9.85039902274207
1063,Rwanda,2021,3.31,1208.15,0.33,0.41,0.74,Africa,-0.391346748300791
1064,Rwanda,2022,3.87,1412.55,,,,Africa,17.6892095588153
1065,Rwanda,2023,4.59,1675.35,,,,Africa,19.789546746467
1066,Rwanda,2024,4.52,1649.8,,,,Africa,
1067,Saint Kitts and Nevis,2017,3.37,1230.05,,,,North America,
1068,Saint Kitts and Nevis,2018,3.51,1281.15,,,,North America,
1069,Saint Kitts and Nevis,2019,3.65,1332.25,,,,North America,
1070,Saint Kitts and Nevis,2020,3.81,1390.65,,,,North America,
1071,Saint Kitts and Nevis,2021,3.95,1441.75,1.16,0.9,2.06,North America,
1072,Saint Kitts and Nevis,2022,4.59,1675.35,,,,North America,
1073,Saint Kitts and Nevis,2023,4.84,1766.6,,,,North America,
1074,Saint Kitts and Nevis,2024,5.04,1839.6,,,,North America,
1075,Saint Lucia,2017,3.6,1314.0,,,,North America,
1076,Saint Lucia,2018,3.8,1387.0,,,,North America,
1077,Saint Lucia,2019,4.03,1470.95,,,,North America,
1078,Saint Lucia,2020,4.41,1609.65,,,,North America,
1079,Saint Lucia,2021,4.57,1668.0500000000002,1.28,0.6,1.88,North America,
1080,Saint Lucia,2022,4.9,1788.5000000000002,,,,North America,
1081,Saint Lucia,2023,5.22,1905.3,,,,North America,
1082,Saint Lucia,2024,5.16,1883.4,,,,North America,
1083,Saint Vincent and the Grenadines,2017,4.3,1569.5,,,,North America,
1084,Saint Vincent and the Grenadines,2018,4.44,1620.6,,,,North America,
1085,Saint Vincent and the Grenadines,2019,4.48,1635.2,,,,North America,
1086,Saint Vincent and the Grenadines,2020,4.65,1697.2500000000002,,,,North America,
1087,Saint Vincent and the Grenadines,2021,4.87,1777.55,1.53,0.72,2.25,North America,
1088,Saint Vincent and the Grenadines,2022,5.48,2000.2,,,,North America,
1089,Saint Vincent and the Grenadines,2023,6.03,2200.9500000000003,,,,North America,
1090,Saint Vincent and the Grenadines,2024,6.43,2346.95,,,,North America,
1091,Sao Tome and Principe,2017,2.31,843.15,,,,Africa,5.6902961992902
1092,Sao Tome and Principe,2018,2.63,959.95,,,,Africa,7.86859628873909
1093,Sao Tome and Principe,2019,2.98,1087.7,,,,Africa,7.72024525213248
1094,Sao Tome and Principe,2020,3.29,1200.85,,,,Africa,9.81932791540146
1095,Sao Tome and Principe,2021,3.8,1387.0,1.09,0.22,1.31,Africa,8.13777038378732
1096,Sao Tome and Principe,2022,4.17,1522.05,,,,Africa,18.0056351122841
1097,Sao Tome and Principe,2023,4.43,1616.9499999999998,,,,Africa,21.2589138473
1098,Sao Tome and Principe,2024,4.64,1693.6,,,,Africa,
1099,Saudi Arabia,2017,2.46,897.9,,,,Asia,-0.838194579675018
1100,Saudi Arabia,2018,2.46,897.9,,,,Asia,2.45814158007532
1101,Saudi Arabia,2019,2.48,905.2,,,,Asia,-2.09333333333329
1102,Saudi Arabia,2020,2.43,886.95,,,,Asia,3.44545825956692
1103,Saudi Arabia,2021,2.62,956.3,0.37,0.65,1.02,Asia,3.06328988941547
1104,Saudi Arabia,2022,2.87,1047.55,,,,Asia,2.4740737192537
1105,Saudi Arabia,2023,2.96,1080.4,,,,Asia,2.32708518362692
1106,Saudi Arabia,2024,3.02,1102.3,,,,Asia,
1107,Senegal,2017,2.65,967.25,,,,Africa,1.3181531484778
1108,Senegal,2018,2.72,992.8,,,,Africa,0.460985642464282
1109,Senegal,2019,2.79,1018.35,,,,Africa,1.76011151192938
1110,Senegal,2020,2.88,1051.2,,,,Africa,2.54314685681652
1111,Senegal,2021,3.04,1109.6,0.63,0.3,0.93,Africa,2.18032278088147
1112,Senegal,2022,3.44,1255.6,,,,Africa,9.69681899081073
1113,Senegal,2023,3.63,1324.95,,,,Africa,5.93947798773215
1114,Senegal,2024,3.73,1361.45,,,,Africa,
1115,Serbia,2017,3.56,1299.4,,,,Europe,3.13106248590115
1116,Serbia,2018,3.64,1328.6,,,,Europe,1.95984076293801
1117,Serbia,2019,3.84,1401.6,,,,Europe,1.84922984511086
1118,Serbia,2020,3.86,1408.9,,,,Europe,1.57553290083415
1119,Serbia,2021,4.01,1463.65,0.86,0.75,1.61,Europe,4.08510285335102
1120,Serbia,2022,4.64,1693.6,,,,Europe,11.9815117344703
1121,Serbia,2023,5.19,1894.35,,,,Europe,12.3719043552519
1122,Serbia,2024,5.28,1927.2,,,,Europe,
1123,Seychelles,2017,3.53,1288.4499999999998,,,,Africa,2.85679575568437
1124,Seychelles,2018,3.5,1277.5,,,,Africa,3.70291839111568
1125,Seychelles,2019,3.53,1288.4499999999998,,,,Africa,1.80709400809982
1126,Seychelles,2020,3.46,1262.9,,,,Africa,1.20266463987123
1127,Seychelles,2021,3.79,1383.35,1.2,0.33,1.53,Africa,9.76909936973542
1128,Seychelles,2022,4.05,1478.25,,,,Africa,2.6260363285129
1129,Seychelles,2023,4.22,1540.3,,,,Africa,-1.03530088431952
1130,Seychelles,2024,4.31,1573.15,,,,Africa,
1131,Sierra Leone,2017,2.64,963.6,,,,Africa,18.2215094003386
1132,Sierra Leone,2018,2.8,1022.0,,,,Africa,16.0295447693699
1133,Sierra Leone,2019,2.76,1007.4,,,,Africa,14.8049990906021
1134,Sierra Leone,2020,2.83,1032.95,,,,Africa,13.4468711101052
1135,Sierra Leone,2021,3.08,1124.2,0.43,0.26,0.69,Africa,11.8739588840234
1136,Sierra Leone,2022,3.39,1237.35,,,,Africa,27.2082883814653
1137,Sierra Leone,2023,3.74,1365.1,,,,Africa,47.6428733253179
1138,Sierra Leone,2024,3.84,1401.6,,,,Africa,
1139,Singapore,2017,2.78,1014.7,,,,Asia,0.576260310166349
1140,Singapore,2018,2.86,1043.9,,,,Asia,0.43862011844684
1141,Singapore,2019,2.92,1065.8,,,,Asia,0.565260568780326
1142,Singapore,2020,3.0,1095.0,,,,Asia,-0.181916666666634
1143,Singapore,2021,3.09,1127.85,0.72,0.78,1.5,Asia,2.30485959040484
1144,Singapore,2022,3.31,1208.15,,,,Asia,6.12106004039418
1145,Singapore,2023,3.46,1262.9,,,,Asia,4.82146729476466
1146,Singapore,2024,3.52,1284.8,,,,Asia,
1147,Sint Maarten (Dutch part),2017,4.43,1616.9499999999998,,,,,2.19201010962985
1148,Sint Maarten (Dutch part),2018,4.58,1671.7,,,,,
1149,Sint Maarten (Dutch part),2019,4.67,1704.55,,,,,
1150,Sint Maarten (Dutch part),2020,4.78,1744.7,,,,,
1151,Sint Maarten (Dutch part),2021,4.82,1759.3000000000002,,,,,
1152,Sint Maarten (Dutch part),2022,4.93,1799.4499999999998,,,,,
1153,Sint Maarten (Dutch part),2023,5.06,1846.9,,,,,
1154,Sint Maarten (Dutch part),2024,5.17,1887.05,,,,,
1155,Slovakia,2017,2.46,897.9,,,,Europe,
1156,Slovakia,2018,2.53,923.45,,,,Europe,
1157,Slovakia,2019,2.69,981.85,,,,Europe,
1158,Slovakia,2020,2.89,1054.85,,,,Europe,
1159,Slovakia,2021,3.01,1098.65,0.93,0.65,1.58,Europe,
1160,Slovakia,2022,3.54,1292.1,,,,Europe,
1161,Slovakia,2023,4.14,1511.1,,,,Europe,
1162,Slovakia,2024,4.25,1551.25,,,,Europe,
1163,Slovenia,2017,2.6,949.0,,,,Europe,1.42910743319306
1164,Slovenia,2018,2.7,985.5,,,,Europe,1.7386086198818
1165,Slovenia,2019,2.85,1040.25,,,,Europe,1.63052260754344
1166,Slovenia,2020,2.98,1087.7,,,,Europe,-0.05485681576061
1167,Slovenia,2021,3.01,1098.65,0.76,0.74,1.5,Europe,1.91706506089259
1168,Slovenia,2022,3.42,1248.3,,,,Europe,8.83369886749452
1169,Slovenia,2023,3.72,1357.8000000000002,,,,Europe,7.44687717385838
1170,Slovenia,2024,3.81,1390.65,,,,Europe,
1171,Somalia,2017,3.61,1317.65,,,,Africa,
1172,Somalia,2018,3.88,1416.2,,,,Africa,
1173,Somalia,2019,3.98,1452.7,,,,Africa,
1174,Somalia,2020,3.93,1434.45,,,,Africa,
1175,Somalia,2021,4.08,1489.2,0.78,0.36,1.14,Africa,
1176,Somalia,2022,4.65,1697.2500000000002,,,,Africa,
1177,Somalia,2023,4.65,1697.2500000000002,,,,Africa,
1178,Somalia,2024,4.47,1631.55,,,,Africa,
1179,South Africa,2017,3.0,1095.0,,,,Africa,5.18424664766128
1180,South Africa,2018,2.94,1073.1,,,,Africa,4.51716522786592
1181,South Africa,2019,2.94,1073.1,,,,Africa,4.12024587014984
1182,South Africa,2020,3.0,1095.0,,,,Africa,3.21003597454107
1183,South Africa,2021,3.14,1146.1,0.63,0.61,1.24,Africa,4.61167217803206
1184,South Africa,2022,3.46,1262.9,,,,Africa,7.03972661255866
1185,South Africa,2023,3.76,1372.4,,,,Africa,6.0739085322053
1186,South Africa,2024,3.89,1419.85,,,,Africa,
1187,South Sudan,2017,3.13,1142.45,,,,Africa,187.851630279442
1188,South Sudan,2018,3.11,1135.15,,,,Africa,83.5015294921999
1189,South Sudan,2019,3.55,1295.75,,,,Africa,87.2413641500033
1190,South Sudan,2020,3.41,1244.65,,,,Africa,29.6758435538571
1191,South Sudan,2021,3.9,1423.5,0.69,0.4,1.09,Africa,10.5167158294359
1192,South Sudan,2022,4.09,1492.85,,,,Africa,-6.68732094212672
1193,South Sudan,2023,5.33,1945.45,,,,Africa,2.38280434813759
1194,South Sudan,2024,8.39,3062.3500000000004,,,,Africa,
1195,Spain,2017,2.53,923.45,,,,Europe,1.95607633363963
1196,Spain,2018,2.57,938.05,,,,Europe,1.6749813686379
1197,Spain,2019,2.7,985.5,,,,Europe,0.699518994458739
1198,Spain,2020,2.75,1003.75,,,,Europe,-0.322753017299739
1199,Spain,2021,2.94,1073.1,0.8,0.84,1.64,Europe,3.0931351197642
1200,Spain,2022,3.4,1241.0,,,,Europe,8.39057634118627
1201,Spain,2023,3.83,1397.95,,,,Europe,3.53236133492433
1202,Spain,2024,3.98,1452.7,,,,Europe,
1203,Sri Lanka,2017,3.86,1408.9,,,,Asia,7.70413767850602
1204,Sri Lanka,2018,3.81,1390.65,,,,Asia,2.135037737132
1205,Sri Lanka,2019,3.7,1350.5,,,,Asia,3.52839358231811
1206,Sri Lanka,2020,3.65,1332.25,,,,Asia,6.15394508391738
1207,Sri Lanka,2021,4.27,1558.55,0.97,1.01,1.98,Asia,7.01478071238195
1208,Sri Lanka,2022,4.87,1777.55,,,,Asia,49.7211021114327
1209,Sri Lanka,2023,4.89,1784.85,,,,Asia,16.5411742279832
1210,Sri Lanka,2024,5.16,1883.4,,,,Asia,
